date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:32:38	112073/112073	---MC-	200	added ('OK')	application/json	date:Sat,%2022%20May%202021%2011:28:00%20GMT	http://jx2.info/index.php?rest_route=/	C:/My%20Web%20Sites/http___jx2.info_/jx2.info/index52f0.json	(from http://jx2.info/)
18:32:39	1443/1443	---M--	200	added ('OK')	application/javascript	etag:%225a3-5a55af533b6c0%22	http://jx2.info/wp-content/themes/VLTK2/js/init.js	C:/My%20Web%20Sites/http___jx2.info_/jx2.info/wp-content/themes/VLTK2/js/init.js	(from http://jx2.info/)
18:32:39	971/971	---M--	200	added ('OK')	text/css	etag:%223cb-5a4f6a45cab80%22	http://jx2.info/wp-content/plugins/siteorigin-panels/css/front-flex.min.css?ver=2.10.16	C:/My%20Web%20Sites/http___jx2.info_/jx2.info/wp-content/plugins/siteorigin-panels/css/front-flex.minc7da.css	(from http://jx2.info/)
18:32:43	56233/56233	---MC-	200	added ('OK')	text/html	date:Sat,%2022%20May%202021%2011:28:18%20GMT	http://jx2.info/?page_id=45	C:/My%20Web%20Sites/http___jx2.info_/jx2.info/indexd079.html	(from http://jx2.info/)
18:32:43	48367/48367	---MC-	200	added ('OK')	text/html	date:Sat,%2022%20May%202021%2011:28:18%20GMT	http://jx2.info/?cat=2	C:/My%20Web%20Sites/http___jx2.info_/jx2.info/index3f7b.html	(from http://jx2.info/)
18:32:44	2627/2627	---M--	200	added ('OK')	application/javascript	etag:%22a43-59f9910c96500%22	http://jx2.info/wp-content/themes/VLTK2/js/jquery.nav.min.js?ver=5.4.1	C:/My%20Web%20Sites/http___jx2.info_/jx2.info/wp-content/themes/VLTK2/js/jquery.nav.minc225.js	(from http://jx2.info/)
18:32:48	50856/50856	---MC-	200	added ('OK')	text/html	date:Sat,%2022%20May%202021%2011:28:23%20GMT	http://jx2.info/?cat=3	C:/My%20Web%20Sites/http___jx2.info_/jx2.info/index81ea.html	(from http://jx2.info/)
18:32:48	47562/47562	---MC-	200	added ('OK')	text/html	date:Sat,%2022%20May%202021%2011:28:23%20GMT	http://jx2.info/?cat=7	C:/My%20Web%20Sites/http___jx2.info_/jx2.info/indexc728.html	(from http://jx2.info/)
18:32:48	0/0	---M--	302	error ('Found')	text/html	date:Sat,%2022%20May%202021%2011:28:27%20GMT	http://jx2.info/?page_id=95	C:/My%20Web%20Sites/http___jx2.info_/jx2.info/index0594.html	(from http://jx2.info/)
18:32:49	1937/1937	---M--	200	added ('OK')	application/javascript	etag:%22791-59f9910c96500%22	http://jx2.info/wp-content/themes/VLTK2/js/navigation.min.js?ver=5.4.1	C:/My%20Web%20Sites/http___jx2.info_/jx2.info/wp-content/themes/VLTK2/js/navigation.minc225.js	(from http://jx2.info/)
18:32:49	7862/7862	---M--	200	added ('OK')	application/javascript	etag:%221eb6-5a5a58b407f00%22	http://jx2.info/wp-content/themes/VLTK2/js/flash.js?ver=5.4.1	C:/My%20Web%20Sites/http___jx2.info_/jx2.info/wp-content/themes/VLTK2/js/flashc225.js	(from http://jx2.info/)
18:32:49	913/913	---M--	200	added ('OK')	application/javascript	etag:%22391-59f9910c96500%22	http://jx2.info/wp-content/themes/VLTK2/js/skip-link-focus-fix.js?ver=20151215	C:/My%20Web%20Sites/http___jx2.info_/jx2.info/wp-content/themes/VLTK2/js/skip-link-focus-fix4a7d.js	(from http://jx2.info/)
18:32:52	47491/47491	---MC-	200	added ('OK')	text/html	date:Sat,%2022%20May%202021%2011:28:28%20GMT	http://jx2.info/?page_id=93	C:/My%20Web%20Sites/http___jx2.info_/jx2.info/index41eb.html	(from http://jx2.info/)
18:32:54	45162/45162	---MC-	200	added ('OK')	text/html	date:Sat,%2022%20May%202021%2011:28:31%20GMT	http://jx2.info/?page_id=94	C:/My%20Web%20Sites/http___jx2.info_/jx2.info/indexfd26.html	(from http://jx2.info/)
18:32:54	1434/1434	---M--	200	added ('OK')	application/javascript	etag:%2259a-5a4f6960e8f80%22	http://jx2.info/wp-includes/js/wp-embed.min.js?ver=5.4.1	C:/My%20Web%20Sites/http___jx2.info_/jx2.info/wp-includes/js/wp-embed.minc225.js	(from http://jx2.info/)
18:32:55	0/0	---M--	302	error ('Found')	text/html	date:Sat,%2022%20May%202021%2011:28:34%20GMT	http://jx2.info/?page_id=98	C:/My%20Web%20Sites/http___jx2.info_/jx2.info/index1956.html	(from http://jx2.info/)
18:32:55	95790/95790	---M--	200	added ('OK')	application/javascript	etag:%221762e-506883827bac0%22	http://jx2.info/wp-content/themes/VLTK2/js/jquery.min.js	C:/My%20Web%20Sites/http___jx2.info_/jx2.info/wp-content/themes/VLTK2/js/jquery.min.js	(from http://jx2.info/)
18:32:58	43888/43888	---MC-	200	added ('OK')	text/html	date:Sat,%2022%20May%202021%2011:28:35%20GMT	http://jx2.info/?page_id=96	C:/My%20Web%20Sites/http___jx2.info_/jx2.info/index31e8.html	(from http://jx2.info/)
18:32:59	12522/12522	---M--	200	added ('OK')	application/javascript	etag:%2230ea-59f9910c96500%22	http://jx2.info/wp-content/themes/VLTK2/inc/kirki/modules/webfont-loader/vendor-typekit/webfontloader.js?ver=3.0.28	C:/My%20Web%20Sites/http___jx2.info_/jx2.info/wp-content/themes/VLTK2/inc/kirki/modules/webfont-loader/vendor-typekit/webfontloader8e5e.js	(from http://jx2.info/)
18:32:59	3224/3224	---M-Z	200	added ('OK')	application/x-javascript	etag:%2236e14cfd0c7f043cd9cfdb8b5934a428%22	https://connect.facebook.net/vi_VN/sdk.js	C:/My%20Web%20Sites/http___jx2.info_/connect.facebook.net/vi_VN/sdk.js	(from http://jx2.info/)
18:33:03	66432/66432	---MC-	200	added ('OK')	text/html	date:Sat,%2022%20May%202021%2011:28:38%20GMT	http://jx2.info/?p=186	C:/My%20Web%20Sites/http___jx2.info_/jx2.info/index146c.html	(from http://jx2.info/)
18:33:03	48214/48214	---MC-	200	added ('OK')	text/html	date:Sat,%2022%20May%202021%2011:28:38%20GMT	http://jx2.info/?p=196	C:/My%20Web%20Sites/http___jx2.info_/jx2.info/indexf45e.html	(from http://jx2.info/)
18:33:07	49621/49621	---MC-	200	added ('OK')	text/html	date:Sat,%2022%20May%202021%2011:28:42%20GMT	http://jx2.info/?p=168	C:/My%20Web%20Sites/http___jx2.info_/jx2.info/indexada0.html	(from http://jx2.info/)
18:33:08	48291/48291	---MC-	200	added ('OK')	text/html	date:Sat,%2022%20May%202021%2011:28:42%20GMT	http://jx2.info/?p=210	C:/My%20Web%20Sites/http___jx2.info_/jx2.info/indexe4c6.html	(from http://jx2.info/)
18:33:12	49158/49158	---MC-	200	added ('OK')	text/html	date:Sat,%2022%20May%202021%2011:28:46%20GMT	http://jx2.info/?p=32	C:/My%20Web%20Sites/http___jx2.info_/jx2.info/index6c46.html	(from http://jx2.info/)
18:33:13	46879/46879	---MC-	200	added ('OK')	text/html	date:Sat,%2022%20May%202021%2011:28:48%20GMT	http://jx2.info/?p=31	C:/My%20Web%20Sites/http___jx2.info_/jx2.info/indexc7e3.html	(from http://jx2.info/)
18:33:16	47560/47560	---MC-	200	added ('OK')	text/html	date:Sat,%2022%20May%202021%2011:28:51%20GMT	http://jx2.info/?cat=5	C:/My%20Web%20Sites/http___jx2.info_/jx2.info/indexb946.html	(from http://jx2.info/)
18:33:16	52428/52428	---MC-	200	added ('OK')	text/html	date:Sat,%2022%20May%202021%2011:28:52%20GMT	http://jx2.info/?p=22	C:/My%20Web%20Sites/http___jx2.info_/jx2.info/index0345.html	(from http://jx2.info/)
18:33:19	46920/46920	---MC-	200	added ('OK')	text/html	date:Sat,%2022%20May%202021%2011:28:56%20GMT	http://jx2.info/?p=21	C:/My%20Web%20Sites/http___jx2.info_/jx2.info/index3965.html	(from http://jx2.info/)
18:33:25	44868/44868	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22af44-58518e177fe00%22	http://jx2.info/wp-includes/fonts/dashicons.eot?50db0456fde2a241f005968eede3f987	C:/My%20Web%20Sites/http___jx2.info_/jx2.info/wp-includes/fonts/dashicons2ce6.eot	(from http://jx2.info/wp-includes/css/dashicons.min.css?ver=5.4.1)
18:33:26	44696/44696	---M--	200	added ('OK')	application/font-sfnt	etag:%22ae98-58518e177fe00%22	http://jx2.info/wp-includes/fonts/dashicons.ttf?50db0456fde2a241f005968eede3f987	C:/My%20Web%20Sites/http___jx2.info_/jx2.info/wp-includes/fonts/dashicons2ce6.ttf	(from http://jx2.info/wp-includes/css/dashicons.min.css?ver=5.4.1)
18:33:30	46926/46926	---MC-	200	added ('OK')	text/html	date:Sat,%2022%20May%202021%2011:29:05%20GMT	http://jx2.info/?p=20	C:/My%20Web%20Sites/http___jx2.info_/jx2.info/index341b.html	(from http://jx2.info/)
18:33:31	46903/46903	---MC-	200	added ('OK')	text/html	date:Sat,%2022%20May%202021%2011:29:05%20GMT	http://jx2.info/?p=19	C:/My%20Web%20Sites/http___jx2.info_/jx2.info/index5831.html	(from http://jx2.info/)
18:33:33	52042/52042	---MC-	200	added ('OK')	text/html	date:Sat,%2022%20May%202021%2011:29:10%20GMT	http://jx2.info/?p=12	C:/My%20Web%20Sites/http___jx2.info_/jx2.info/index678b.html	(from http://jx2.info/)
18:33:35	167809/167809	---M--	200	added ('OK')	application/javascript	etag:%2228f81-5a571d44914c0%22	http://jx2.info/wp-content/themes/VLTK2/js/swiper.jquery.js?ver=5.4.1	C:/My%20Web%20Sites/http___jx2.info_/jx2.info/wp-content/themes/VLTK2/js/swiper.jqueryc225.js	(from http://jx2.info/)
18:33:35	51695/51695	---MC-	200	added ('OK')	text/html	date:Sat,%2022%20May%202021%2011:29:13%20GMT	http://jx2.info/?p=11	C:/My%20Web%20Sites/http___jx2.info_/jx2.info/index5757.html	(from http://jx2.info/)
18:33:36	13688/13688	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%223578-5a57e23d24b40%22	http://jx2.info/wp-content/plugins/everest-forms/assets/fonts/EverestForms.eot?94dwsf	C:/My%20Web%20Sites/http___jx2.info_/jx2.info/wp-content/plugins/everest-forms/assets/fonts/EverestForms2eb7.eot	(from http://jx2.info/wp-content/plugins/everest-forms/assets/css/everest-forms.css?ver=1.6.6.1)
18:33:38	13504/13504	---M--	200	added ('OK')	application/font-sfnt	etag:%2234c0-5a57e23d24b40%22	http://jx2.info/wp-content/plugins/everest-forms/assets/fonts/EverestForms.ttf?94dwsf	C:/My%20Web%20Sites/http___jx2.info_/jx2.info/wp-content/plugins/everest-forms/assets/fonts/EverestForms2eb7.ttf	(from http://jx2.info/wp-content/plugins/everest-forms/assets/css/everest-forms.css?ver=1.6.6.1)
18:33:39	46887/46887	---MC-	200	added ('OK')	text/html	date:Sat,%2022%20May%202021%2011:29:14%20GMT	http://jx2.info/?p=30	C:/My%20Web%20Sites/http___jx2.info_/jx2.info/index5643.html	(from http://jx2.info/)
18:33:39	450/450	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2022%20May%202021%2011:29:17%20GMT	http://jx2.info/?p=34	C:/My%20Web%20Sites/http___jx2.info_/jx2.info/index1e7e.html	(from http://jx2.info/)
18:33:39	40446/40446	---M--	200	added ('OK')	image/svg+xml	etag:%229dfe-5a57e23d24b40%22	http://jx2.info/wp-content/plugins/everest-forms/assets/fonts/EverestForms.svg?94dwsf	C:/My%20Web%20Sites/http___jx2.info_/jx2.info/wp-content/plugins/everest-forms/assets/fonts/EverestForms2eb7.svg	(from http://jx2.info/wp-content/plugins/everest-forms/assets/css/everest-forms.css?ver=1.6.6.1)
18:33:40	553/553	---M--	200	added ('OK')	image/svg+xml	etag:%22229-5a57e23d24b40%22	http://jx2.info/wp-content/plugins/everest-forms/assets/images/icons/loader.svg	C:/My%20Web%20Sites/http___jx2.info_/jx2.info/wp-content/plugins/everest-forms/assets/images/icons/loader.svg	(from http://jx2.info/wp-content/plugins/everest-forms/assets/css/everest-forms.css?ver=1.6.6.1)
18:33:41	13580/13580	---M--	200	added ('OK')	application/font-woff	etag:%22350c-5a57e23d24b40%22	http://jx2.info/wp-content/plugins/everest-forms/assets/fonts/EverestForms.woff?94dwsf	C:/My%20Web%20Sites/http___jx2.info_/jx2.info/wp-content/plugins/everest-forms/assets/fonts/EverestForms2eb7.woff	(from http://jx2.info/wp-content/plugins/everest-forms/assets/css/everest-forms.css?ver=1.6.6.1)
18:33:46	35456/35456	---M--	200	added ('OK')	application/font-woff	etag:%228a80-506883827bac0%22	http://jx2.info/wp-content/themes/VLTK2/fonts/UVNThanhPho_R.woff	C:/My%20Web%20Sites/http___jx2.info_/jx2.info/wp-content/themes/VLTK2/fonts/UVNThanhPho_R.woff	(from http://jx2.info/wp-content/themes/VLTK2/style.css?ver=5.4.1)
18:33:47	32153/32153	---M--	200	added ('OK')	image/svg+xml	etag:%227d99-564c9ed2e6c80%22	http://jx2.info/wp-content/themes/VLTK2/fonts/UVNThanhPho_R.svg	C:/My%20Web%20Sites/http___jx2.info_/jx2.info/wp-content/themes/VLTK2/fonts/UVNThanhPho_R.svg	(from http://jx2.info/wp-content/themes/VLTK2/style.css?ver=5.4.1)
18:33:54	69760/69760	---M--	200	added ('OK')	application/font-sfnt	etag:%2211080-506883827bac0%22	http://jx2.info/wp-content/themes/VLTK2/fonts/UVNThanhPho_R.ttf	C:/My%20Web%20Sites/http___jx2.info_/jx2.info/wp-content/themes/VLTK2/fonts/UVNThanhPho_R.ttf	(from http://jx2.info/wp-content/themes/VLTK2/style.css?ver=5.4.1)
18:33:55	41568/41568	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22a260-506883827bac0%22	http://jx2.info/wp-content/themes/VLTK2/fonts/UTMGodsWordRd41d.eot?	C:/My%20Web%20Sites/http___jx2.info_/jx2.info/wp-content/themes/VLTK2/fonts/UTMGodsWordRd41dd41d.eot	(from http://jx2.info/wp-content/themes/VLTK2/style.css?ver=5.4.1)
18:33:56	95096/95096	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2217378-506883827bac0%22	http://jx2.info/wp-content/themes/VLTK2/fonts/UVNThanhPho_Rd41d.eot?	C:/My%20Web%20Sites/http___jx2.info_/jx2.info/wp-content/themes/VLTK2/fonts/UVNThanhPho_Rd41dd41d.eot	(from http://jx2.info/wp-content/themes/VLTK2/style.css?ver=5.4.1)
18:33:56	116898/116898	---M--	200	added ('OK')	image/svg+xml	etag:%221c8a2-506883827bac0%22	http://jx2.info/wp-content/themes/VLTK2/fonts/UTMGodsWordR.svg	C:/My%20Web%20Sites/http___jx2.info_/jx2.info/wp-content/themes/VLTK2/fonts/UTMGodsWordR.svg	(from http://jx2.info/wp-content/themes/VLTK2/style.css?ver=5.4.1)
18:33:58	18384/18384	---M--	200	added ('OK')	application/font-woff	etag:%2247d0-506883827bac0%22	http://jx2.info/wp-content/themes/VLTK2/fonts/UTMGodsWordR.woff	C:/My%20Web%20Sites/http___jx2.info_/jx2.info/wp-content/themes/VLTK2/fonts/UTMGodsWordR.woff	(from http://jx2.info/wp-content/themes/VLTK2/style.css?ver=5.4.1)
18:34:01	24823/24823	---M--	200	added ('OK')	image/png	etag:%2260f7-5a504e0c4cf40%22	http://jx2.info/wp-content/themes/VLTK2/images/news-tab.png	C:/My%20Web%20Sites/http___jx2.info_/jx2.info/wp-content/themes/VLTK2/images/news-tab.png	(from http://jx2.info/wp-content/themes/VLTK2/style.css?ver=5.4.1)
18:34:02	41264/41264	---M--	200	added ('OK')	application/font-sfnt	etag:%22a130-506883827bac0%22	http://jx2.info/wp-content/themes/VLTK2/fonts/UTMGodsWordR.ttf	C:/My%20Web%20Sites/http___jx2.info_/jx2.info/wp-content/themes/VLTK2/fonts/UTMGodsWordR.ttf	(from http://jx2.info/wp-content/themes/VLTK2/style.css?ver=5.4.1)
18:34:02	23511/23511	---M--	200	added ('OK')	image/jpeg	etag:%225bd7-505fa1347f8c0%22	http://jx2.info/wp-content/themes/VLTK2/images/bgd_footer.jpg	C:/My%20Web%20Sites/http___jx2.info_/jx2.info/wp-content/themes/VLTK2/images/bgd_footer.jpg	(from http://jx2.info/wp-content/themes/VLTK2/style.css?ver=5.4.1)
18:34:04	12366/12366	---M--	200	added ('OK')	image/jpeg	etag:%22304e-5a509a362c080%22	http://jx2.info/wp-content/themes/VLTK2/images/bgr-event.jpg	C:/My%20Web%20Sites/http___jx2.info_/jx2.info/wp-content/themes/VLTK2/images/bgr-event.jpg	(from http://jx2.info/wp-content/themes/VLTK2/style.css?ver=5.4.1)
18:34:05	3389/3389	---M--	200	added ('OK')	image/png	etag:%22d3d-506883827bac0%22	http://jx2.info/wp-content/themes/VLTK2/images/nv-2.png	C:/My%20Web%20Sites/http___jx2.info_/jx2.info/wp-content/themes/VLTK2/images/nv-2.png	(from http://jx2.info/wp-content/themes/VLTK2/style.css?ver=5.4.1)
18:34:13	68073/68073	---M--	200	added ('OK')	image/png	etag:%22109e9-506883827bac0%22	http://jx2.info/wp-content/themes/VLTK2/images/nv-1.png	C:/My%20Web%20Sites/http___jx2.info_/jx2.info/wp-content/themes/VLTK2/images/nv-1.png	(from http://jx2.info/wp-content/themes/VLTK2/style.css?ver=5.4.1)
18:34:18	83479/83479	---M--	200	added ('OK')	image/png	etag:%2214617-5a57175c0a440%22	http://jx2.info/wp-content/themes/VLTK2/images/bannertroi.png	C:/My%20Web%20Sites/http___jx2.info_/jx2.info/wp-content/themes/VLTK2/images/bannertroi.png	(from http://jx2.info/wp-content/themes/VLTK2/style.css?ver=5.4.1)
18:34:22	17819/17819	---M--	200	added ('OK')	image/png	etag:%22459b-5a50e46d45900%22	http://jx2.info/wp-content/themes/VLTK2/images/sidenav-bot.png	C:/My%20Web%20Sites/http___jx2.info_/jx2.info/wp-content/themes/VLTK2/images/sidenav-bot.png	(from http://jx2.info/wp-content/themes/VLTK2/style.css?ver=5.4.1)
18:34:23	55684/55684	---M--	200	added ('OK')	image/jpeg	etag:%22d984-5a50a826d2400%22	http://jx2.info/wp-content/themes/VLTK2/images/img-bg-noidung.jpg	C:/My%20Web%20Sites/http___jx2.info_/jx2.info/wp-content/themes/VLTK2/images/img-bg-noidung.jpg	(from http://jx2.info/wp-content/themes/VLTK2/style.css?ver=5.4.1)
18:34:24	11863/11863	---M--	200	added ('OK')	image/jpeg	etag:%222e57-5a506f5c0e6c0%22	http://jx2.info/wp-content/themes/VLTK2/images/sidenav-loop.jpg	C:/My%20Web%20Sites/http___jx2.info_/jx2.info/wp-content/themes/VLTK2/images/sidenav-loop.jpg	(from http://jx2.info/wp-content/themes/VLTK2/style.css?ver=5.4.1)
18:34:28	25008/25008	---M--	200	added ('OK')	image/png	etag:%2261b0-5a50e7f466bc0%22	http://jx2.info/wp-content/themes/VLTK2/images/sidenav-top.png	C:/My%20Web%20Sites/http___jx2.info_/jx2.info/wp-content/themes/VLTK2/images/sidenav-top.png	(from http://jx2.info/wp-content/themes/VLTK2/style.css?ver=5.4.1)
18:34:29	8581/8581	---M--	200	added ('OK')	image/gif	etag:%222185-506883827bac0%22	http://jx2.info/wp-content/themes/VLTK2/images/bx_loader.gif	C:/My%20Web%20Sites/http___jx2.info_/jx2.info/wp-content/themes/VLTK2/images/bx_loader.gif	(from http://jx2.info/wp-content/themes/VLTK2/style.css?ver=5.4.1)
18:34:29	32548/32548	---M--	200	added ('OK')	image/png	etag:%227f24-5a51fab0edb00%22	http://jx2.info/wp-content/themes/VLTK2/images/sidenav-btpng.png	C:/My%20Web%20Sites/http___jx2.info_/jx2.info/wp-content/themes/VLTK2/images/sidenav-btpng.png	(from http://jx2.info/wp-content/themes/VLTK2/style.css?ver=5.4.1)
18:34:30	3028/3028	---M--	200	added ('OK')	image/png	etag:%22bd4-5a2d5ad1324c0%22	http://jx2.info/wp-content/themes/VLTK2/images/controls.png	C:/My%20Web%20Sites/http___jx2.info_/jx2.info/wp-content/themes/VLTK2/images/controls.png	(from http://jx2.info/wp-content/themes/VLTK2/style.css?ver=5.4.1)
18:34:34	23649/23649	---M--	200	added ('OK')	image/png	etag:%225c61-5a520ba23d400%22	http://jx2.info/wp-content/themes/VLTK2/images/end.png	C:/My%20Web%20Sites/http___jx2.info_/jx2.info/wp-content/themes/VLTK2/images/end.png	(from http://jx2.info/wp-content/themes/VLTK2/style.css?ver=5.4.1)
18:34:35	30113/30113	---M--	200	added ('OK')	image/png	etag:%2275a1-5a2d7242ab400%22	http://jx2.info/wp-content/themes/VLTK2/images/bg-btn-add.png	C:/My%20Web%20Sites/http___jx2.info_/jx2.info/wp-content/themes/VLTK2/images/bg-btn-add.png	(from http://jx2.info/wp-content/themes/VLTK2/style.css?ver=5.4.1)
