ID	Type	Title	Remark	BaguaFlag	SpecialOpStr	SpecialOpDesc	BangdingFlag	BatchNum	LimitTaskValue_0	LimitTaskValue_1	CostTaskValue_0	LimitDesc	CostItem_0	CostItem_1	CostItem_2	CostItem_3	CostItem_4	CostVMoney_0	CostVMoney_1	CostVMoney_2	StatKey
574	1	Long Щng n﹏g c蕄 1	龙腾四海衣体型3，天门金令5		save_enhance	"B秓 l璾 c蕄 cng h鉧, hi謚 qu?nh h錸"	1						0;100;3058;1	2;1;30370;5							_3
575	1	Long Щng n﹏g c蕄 1	龙腾四海衣体型4，天门金令5		save_enhance	"B秓 l璾 c蕄 cng h鉧, hi謚 qu?nh h錸"	1						0;100;3059;1	2;1;30370;5							_3
576	1	Long Щng n﹏g c蕄 2	龙腾四海衣体型1，天门金令2，古灵玉600		save_enhance	"B秓 l璾 c蕄 cng h鉧, hi謚 qu?nh h錸"	1						0;100;3056;1	2;1;30370;2	2;1;30369;450						_4
577	1	Long Щng n﹏g c蕄 2	龙腾四海衣体型2，天门金令2，古灵玉600		save_enhance	"B秓 l璾 c蕄 cng h鉧, hi謚 qu?nh h錸"	1						0;100;3057;1	2;1;30370;2	2;1;30369;450						_4
578	1	Long Щng n﹏g c蕄 2	龙腾四海衣体型2，天门金令2，古灵玉600		save_enhance	"B秓 l璾 c蕄 cng h鉧, hi謚 qu?nh h錸"	1						0;100;3058;1	2;1;30370;2	2;1;30369;450						_4
579	1	Long Щng n﹏g c蕄 2	龙腾四海衣体型4，天门金令2，古灵玉600		save_enhance	"B秓 l璾 c蕄 cng h鉧, hi謚 qu?nh h錸"	1						0;100;3059;1	2;1;30370;2	2;1;30369;450						_4
580	1	Phng V?n﹏g c蕄 1	凤舞九天衣体型1，天门金令5		save_enhance	"B秓 l璾 c蕄 cng h鉧, hi謚 qu?nh h錸"	1						0;100;3060;1	2;1;30370;5							_3
581	1	Phng V?n﹏g c蕄 1	凤舞九天衣体型2，天门金令5		save_enhance	"B秓 l璾 c蕄 cng h鉧, hi謚 qu?nh h錸"	1						0;100;3061;1	2;1;30370;5							_3
582	1	Phng V?n﹏g c蕄 1	凤舞九天衣体型3，天门金令5		save_enhance	"B秓 l璾 c蕄 cng h鉧, hi謚 qu?nh h錸"	1						0;100;3062;1	2;1;30370;5							_3
583	1	Phng V?n﹏g c蕄 1	凤舞九天衣体型4，天门金令5		save_enhance	"B秓 l璾 c蕄 cng h鉧, hi謚 qu?nh h錸"	1						0;100;3063;1	2;1;30370;5							_3
584	1	Phng V?n﹏g c蕄 2	凤舞九天衣体型1，天门金令2，古灵玉600		save_enhance	"B秓 l璾 c蕄 cng h鉧, hi謚 qu?nh h錸"	1						0;100;3060;1	2;1;30370;2	2;1;30369;450						_4
585	1	Phng V?n﹏g c蕄 2	凤舞九天衣体型2，天门金令2，古灵玉600		save_enhance	"B秓 l璾 c蕄 cng h鉧, hi謚 qu?nh h錸"	1						0;100;3061;1	2;1;30370;2	2;1;30369;450						_4
586	1	Phng V?n﹏g c蕄 2	凤舞九天衣体型2，天门金令2，古灵玉600		save_enhance	"B秓 l璾 c蕄 cng h鉧, hi謚 qu?nh h錸"	1						0;100;3062;1	2;1;30370;2	2;1;30369;450						_4
587	1	Phng V?n﹏g c蕄 2	凤舞九天衣体型4，天门金令2，古灵玉600		save_enhance	"B秓 l璾 c蕄 cng h鉧, hi謚 qu?nh h錸"	1						0;100;3063;1	2;1;30370;2	2;1;30369;450						_4
588	1	Long Щng n﹏g c蕄 1	龙腾四海装体型1，天门金令6		save_enhance	"B秓 l璾 c蕄 cng h鉧, hi謚 qu?nh h錸"	1						0;101;3056;1	2;1;30370;6							_3
589	1	Long Щng n﹏g c蕄 1	龙腾四海装体型2，天门金令6		save_enhance	"B秓 l璾 c蕄 cng h鉧, hi謚 qu?nh h錸"	1						0;101;3057;1	2;1;30370;6							_3
590	1	Long Щng n﹏g c蕄 1	龙腾四海装体型3，天门金令6		save_enhance	"B秓 l璾 c蕄 cng h鉧, hi謚 qu?nh h錸"	1						0;101;3058;1	2;1;30370;6							_3
591	1	Long Щng n﹏g c蕄 1	龙腾四海装体型4，天门金令6		save_enhance	"B秓 l璾 c蕄 cng h鉧, hi謚 qu?nh h錸"	1						0;101;3059;1	2;1;30370;6							_3
592	1	Long Щng n﹏g c蕄 2	龙腾四海装体型1，天门金令3，古灵玉450		save_enhance	"B秓 l璾 c蕄 cng h鉧, hi謚 qu?nh h錸"	1						0;101;3056;1	2;1;30370;3	2;1;30369;450						_4
593	1	Long Щng n﹏g c蕄 2	龙腾四海装体型2，天门金令3，古灵玉450		save_enhance	"B秓 l璾 c蕄 cng h鉧, hi謚 qu?nh h錸"	1						0;101;3057;1	2;1;30370;3	2;1;30369;450						_4
594	1	Long Щng n﹏g c蕄 2	龙腾四海装体型3，天门金令3，古灵玉450		save_enhance	"B秓 l璾 c蕄 cng h鉧, hi謚 qu?nh h錸"	1						0;101;3058;1	2;1;30370;3	2;1;30369;450						_4
595	1	Long Щng n﹏g c蕄 2	龙腾四海装体型4，天门金令3，古灵玉450		save_enhance	"B秓 l璾 c蕄 cng h鉧, hi謚 qu?nh h錸"	1						0;101;3059;1	2;1;30370;3	2;1;30369;450						_4
596	1	Phng V?n﹏g c蕄 1	凤舞九天装体型1，天门金令5		save_enhance	"B秓 l璾 c蕄 cng h鉧, hi謚 qu?nh h錸"	1						0;101;3060;1	2;1;30370;6							_3
597	1	Phng V?n﹏g c蕄 1	凤舞九天装体型2，天门金令5		save_enhance	"B秓 l璾 c蕄 cng h鉧, hi謚 qu?nh h錸"	1						0;101;3061;1	2;1;30370;6							_3
598	1	Phng V?n﹏g c蕄 1	凤舞九天装体型3，天门金令5		save_enhance	"B秓 l璾 c蕄 cng h鉧, hi謚 qu?nh h錸"	1						0;101;3062;1	2;1;30370;6							_3
599	1	Phng V?n﹏g c蕄 1	凤舞九天装体型4，天门金令5		save_enhance	"B秓 l璾 c蕄 cng h鉧, hi謚 qu?nh h錸"	1						0;101;3063;1	2;1;30370;6							_3
600	1	Phng V?n﹏g c蕄 2	凤舞九天装体型1，天门金令3，古灵玉600		save_enhance	"B秓 l璾 c蕄 cng h鉧, hi謚 qu?nh h錸"	1						0;101;3060;1	2;1;30370;3	2;1;30369;450						_4
601	1	Phng V?n﹏g c蕄 2	凤舞九天装体型2，天门金令3，古灵玉600		save_enhance	"B秓 l璾 c蕄 cng h鉧, hi謚 qu?nh h錸"	1						0;101;3061;1	2;1;30370;3	2;1;30369;450						_4
602	1	Phng V?n﹏g c蕄 2	凤舞九天装体型3，天门金令3，古灵玉600		save_enhance	"B秓 l璾 c蕄 cng h鉧, hi謚 qu?nh h錸"	1						0;101;3062;1	2;1;30370;3	2;1;30369;450						_4
603	1	Phng V?n﹏g c蕄 2	凤舞九天装体型4，天门金令3，古灵玉600		save_enhance	"B秓 l璾 c蕄 cng h鉧, hi謚 qu?nh h錸"	1						0;101;3063;1	2;1;30370;3	2;1;30369;450						_4
990	1	C鰑 Ch﹗ n﹏g c蕄 1	九州之琉璃戒刀+天门金令10兑换为耀阳武器		save_enhance	"B秓 l璾 c蕄 cng h鉧, hi謚 qu?nh h錸"	1						0;3;8932;1	2;1;30370;10							_3
991	1	C鰑 Ch﹗ n﹏g c蕄 1	九州之雷音裹手+天门金令10兑换为耀阳武器		save_enhance	"B秓 l璾 c蕄 cng h鉧, hi謚 qu?nh h錸"	1						0;0;8933;1	2;1;30370;10							_3
992	1	C鰑 Ch﹗ n﹏g c蕄 1	九州之惊雷禅杖+天门金令10兑换为耀阳武器		save_enhance	"B秓 l璾 c蕄 cng h鉧, hi謚 qu?nh h錸"	1						0;8;8934;1	2;1;30370;10							_3
993	1	C鰑 Ch﹗ n﹏g c蕄 1	九州之阴阳穿影+天门金令10兑换为耀阳武器		save_enhance	"B秓 l璾 c蕄 cng h鉧, hi謚 qu?nh h錸"	1						0;1;8935;1	2;1;30370;10							_3
994	1	C鰑 Ch﹗ n﹏g c蕄 1	九州之慈航梵音剑+天门金令10兑换为耀阳武器		save_enhance	"B秓 l璾 c蕄 cng h鉧, hi謚 qu?nh h錸"	1						0;2;8936;1	2;1;30370;10							_3
995	1	C鰑 Ch﹗ n﹏g c蕄 1	九州之九霄环佩琴+天门金令10兑换为耀阳武器		save_enhance	"B秓 l璾 c蕄 cng h鉧, hi謚 qu?nh h錸"	1						0;10;8937;1	2;1;30370;10							_3
996	1	C鰑 Ch﹗ n﹏g c蕄 1	九州之龟鳞护手+天门金令10兑换为耀阳武器		save_enhance	"B秓 l璾 c蕄 cng h鉧, hi謚 qu?nh h錸"	1						0;0;8938;1	2;1;30370;10							_3
997	1	C鰑 Ch﹗ n﹏g c蕄 1	九州之镇獒棍+天门金令10兑换为耀阳武器		save_enhance	"B秓 l璾 c蕄 cng h鉧, hi謚 qu?nh h錸"	1						0;5;8939;1	2;1;30370;10							_3
998	1	C鰑 Ch﹗ n﹏g c蕄 1	九州之万华纯风剑+天门金令10兑换为耀阳武器		save_enhance	"B秓 l璾 c蕄 cng h鉧, hi謚 qu?nh h錸"	1						0;2;8940;1	2;1;30370;10							_3
999	1	C鰑 Ch﹗ n﹏g c蕄 1	九州之星移斗转笔+天门金令10兑换为耀阳武器		save_enhance	"B秓 l璾 c蕄 cng h鉧, hi謚 qu?nh h錸"	1						0;9;8941;1	2;1;30370;10							_3
1000	1	C鰑 Ch﹗ n﹏g c蕄 1	九州之破军杀阵枪+天门金令10兑换为耀阳武器		save_enhance	"B秓 l璾 c蕄 cng h鉧, hi謚 qu?nh h錸"	1						0;6;8942;1	2;1;30370;10							_3
1001	1	C鰑 Ch﹗ n﹏g c蕄 1	九州之穿穹追命弓+天门金令10兑换为耀阳武器		save_enhance	"B秓 l璾 c蕄 cng h鉧, hi謚 qu?nh h錸"	1						0;4;8943;1	2;1;30370;10							_3
1002	1	C鰑 Ch﹗ n﹏g c蕄 1	九州之刮骨血刀+天门金令10兑换为耀阳武器		save_enhance	"B秓 l璾 c蕄 cng h鉧, hi謚 qu?nh h錸"	1						0;7;8944;1	2;1;30370;10							_3
1003	1	C鰑 Ch﹗ n﹏g c蕄 1	九州之炼魂血爪+天门金令10兑换为耀阳武器		save_enhance	"B秓 l璾 c蕄 cng h鉧, hi謚 qu?nh h錸"	1						0;11;8945;1	2;1;30370;10							_3
1004	1	C鰑 Ch﹗ n﹏g c蕄 1	九州之御天风雷剑+天门金令10兑换为耀阳武器		save_enhance	"B秓 l璾 c蕄 cng h鉧, hi謚 qu?nh h錸"	1						0;2;8946;1	2;1;30370;10							_3
1005	1	C鰑 Ch﹗ n﹏g c蕄 1	九州之神炎天刀+天门金令10兑换为耀阳武器		save_enhance	"B秓 l璾 c蕄 cng h鉧, hi謚 qu?nh h錸"	1						0;3;8947;1	2;1;30370;10							_3
1006	1	C鰑 Ch﹗ n﹏g c蕄 1	九州之神锋判笔+天门金令10兑换为耀阳武器		save_enhance	"B秓 l璾 c蕄 cng h鉧, hi謚 qu?nh h錸"	1						0;9;8948;1	2;1;30370;10							_3
1007	1	C鰑 Ch﹗ n﹏g c蕄 1	九州之神灵咒爪+天门金令10兑换为耀阳武器		save_enhance	"B秓 l璾 c蕄 cng h鉧, hi謚 qu?nh h錸"	1						0;11;8949;1	2;1;30370;10							_3
1008	1	C鰑 Ch﹗ n﹏g c蕄 1	九州之幻舞玲珑枝+天门金令10兑换为耀阳武器		save_enhance	"B秓 l璾 c蕄 cng h鉧, hi謚 qu?nh h錸"	1						0;13;8950;1	2;1;30370;10							_3
1009	1	C鰑 Ch﹗ n﹏g c蕄 1	九州之幻音九霄笛+天门金令10兑换为耀阳武器		save_enhance	"B秓 l璾 c蕄 cng h鉧, hi謚 qu?nh h錸"	1						0;12;8951;1	2;1;30370;10							_3
1010	1	C鰑 Ch﹗ n﹏g c蕄 2	九州之琉璃戒刀+天门金令5+古灵玉750兑换为耀阳武器		save_enhance	"B秓 l璾 c蕄 cng h鉧, hi謚 qu?nh h錸"	1						0;3;8932;1	2;1;30370;5	2;1;30369;750						_4
1011	1	C鰑 Ch﹗ n﹏g c蕄 2	九州之雷音裹手+天门金令5+古灵玉750兑换为耀阳武器		save_enhance	"B秓 l璾 c蕄 cng h鉧, hi謚 qu?nh h錸"	1						0;0;8933;1	2;1;30370;5	2;1;30369;750						_4
1012	1	C鰑 Ch﹗ n﹏g c蕄 2	九州之惊雷禅杖+天门金令5+古灵玉750兑换为耀阳武器		save_enhance	"B秓 l璾 c蕄 cng h鉧, hi謚 qu?nh h錸"	1						0;8;8934;1	2;1;30370;5	2;1;30369;750						_4
1013	1	C鰑 Ch﹗ n﹏g c蕄 2	九州之阴阳穿影+天门金令5+古灵玉750兑换为耀阳武器		save_enhance	"B秓 l璾 c蕄 cng h鉧, hi謚 qu?nh h錸"	1						0;1;8935;1	2;1;30370;5	2;1;30369;750						_4
1014	1	C鰑 Ch﹗ n﹏g c蕄 2	九州之慈航梵音剑+天门金令5+古灵玉750兑换为耀阳武器		save_enhance	"B秓 l璾 c蕄 cng h鉧, hi謚 qu?nh h錸"	1						0;2;8936;1	2;1;30370;5	2;1;30369;750						_4
1015	1	C鰑 Ch﹗ n﹏g c蕄 2	九州之九霄环佩琴+天门金令5+古灵玉750兑换为耀阳武器		save_enhance	"B秓 l璾 c蕄 cng h鉧, hi謚 qu?nh h錸"	1						0;10;8937;1	2;1;30370;5	2;1;30369;750						_4
1016	1	C鰑 Ch﹗ n﹏g c蕄 2	九州之龟鳞护手+天门金令5+古灵玉750兑换为耀阳武器		save_enhance	"B秓 l璾 c蕄 cng h鉧, hi謚 qu?nh h錸"	1						0;0;8938;1	2;1;30370;5	2;1;30369;750						_4
1017	1	C鰑 Ch﹗ n﹏g c蕄 2	九州之镇獒棍+天门金令5+古灵玉750兑换为耀阳武器		save_enhance	"B秓 l璾 c蕄 cng h鉧, hi謚 qu?nh h錸"	1						0;5;8939;1	2;1;30370;5	2;1;30369;750						_4
1018	1	C鰑 Ch﹗ n﹏g c蕄 2	九州之万华纯风剑+天门金令5+古灵玉750兑换为耀阳武器		save_enhance	"B秓 l璾 c蕄 cng h鉧, hi謚 qu?nh h錸"	1						0;2;8940;1	2;1;30370;5	2;1;30369;750						_4
1019	1	C鰑 Ch﹗ n﹏g c蕄 2	九州之星移斗转笔+天门金令5+古灵玉750兑换为耀阳武器		save_enhance	"B秓 l璾 c蕄 cng h鉧, hi謚 qu?nh h錸"	1						0;9;8941;1	2;1;30370;5	2;1;30369;750						_4
1020	1	C鰑 Ch﹗ n﹏g c蕄 2	九州之破军杀阵枪+天门金令5+古灵玉750兑换为耀阳武器		save_enhance	"B秓 l璾 c蕄 cng h鉧, hi謚 qu?nh h錸"	1						0;6;8942;1	2;1;30370;5	2;1;30369;750						_4
1021	1	C鰑 Ch﹗ n﹏g c蕄 2	九州之穿穹追命弓+天门金令5+古灵玉750兑换为耀阳武器		save_enhance	"B秓 l璾 c蕄 cng h鉧, hi謚 qu?nh h錸"	1						0;4;8943;1	2;1;30370;5	2;1;30369;750						_4
1022	1	C鰑 Ch﹗ n﹏g c蕄 2	九州之刮骨血刀+天门金令5+古灵玉750兑换为耀阳武器		save_enhance	"B秓 l璾 c蕄 cng h鉧, hi謚 qu?nh h錸"	1						0;7;8944;1	2;1;30370;5	2;1;30369;750						_4
1023	1	C鰑 Ch﹗ n﹏g c蕄 2	九州之炼魂血爪+天门金令5+古灵玉750兑换为耀阳武器		save_enhance	"B秓 l璾 c蕄 cng h鉧, hi謚 qu?nh h錸"	1						0;11;8945;1	2;1;30370;5	2;1;30369;750						_4
1024	1	C鰑 Ch﹗ n﹏g c蕄 2	九州之御天风雷剑+天门金令5+古灵玉750兑换为耀阳武器		save_enhance	"B秓 l璾 c蕄 cng h鉧, hi謚 qu?nh h錸"	1						0;2;8946;1	2;1;30370;5	2;1;30369;750						_4
1025	1	C鰑 Ch﹗ n﹏g c蕄 2	九州之神炎天刀+天门金令5+古灵玉750兑换为耀阳武器		save_enhance	"B秓 l璾 c蕄 cng h鉧, hi謚 qu?nh h錸"	1						0;3;8947;1	2;1;30370;5	2;1;30369;750						_4
1026	1	C鰑 Ch﹗ n﹏g c蕄 2	九州之神锋判笔+天门金令5+古灵玉750兑换为耀阳武器		save_enhance	"B秓 l璾 c蕄 cng h鉧, hi謚 qu?nh h錸"	1						0;9;8948;1	2;1;30370;5	2;1;30369;750						_4
1027	1	C鰑 Ch﹗ n﹏g c蕄 2	九州之神灵咒爪+天门金令5+古灵玉750兑换为耀阳武器		save_enhance	"B秓 l璾 c蕄 cng h鉧, hi謚 qu?nh h錸"	1						0;11;8949;1	2;1;30370;5	2;1;30369;750						_4
1028	1	C鰑 Ch﹗ n﹏g c蕄 2	九州之幻舞玲珑枝+天门金令5+古灵玉750兑换为耀阳武器		save_enhance	"B秓 l璾 c蕄 cng h鉧, hi謚 qu?nh h錸"	1						0;13;8950;1	2;1;30370;5	2;1;30369;750						_4
1029	1	C鰑 Ch﹗ n﹏g c蕄 2	九州之幻音九霄笛+天门金令5+古灵玉750兑换为耀阳武器		save_enhance	"B秓 l璾 c蕄 cng h鉧, hi謚 qu?nh h錸"	1						0;12;8951;1	2;1;30370;5	2;1;30369;750						_4
1077	1	Thi誹 L﹎ T鬰 Gia n﹏g c蕄 1	九州之凝玉土环+天门金令5升级为耀阳之碧龟项链				1						0;102;3135;1	2;1;30370;5							_3
1078	1	Thi誹 L﹎ T鬰 Gia n﹏g c蕄 1	九州之玄石金玉+天门金令5升级为耀阳之乌麟宝戒				1						0;102;3136;1	2;1;30370;5							_3
1079	1	Thi誹 L﹎ Thi襫 T╪g n﹏g c蕄 1	九州之凝玉土环+天门金令5升级为耀阳之碧龟项链				1						0;102;3137;1	2;1;30370;5							_3
1080	1	Thi誹 L﹎ Thi襫 T╪g n﹏g c蕄 1	九州之月华水佩+天门金令5升级为耀阳之云虎令牌				1						0;102;3138;1	2;1;30370;5							_3
1081	1	Thi誹 L﹎ V?T╪g n﹏g c蕄 1	九州之月华水佩+天门金令5升级为耀阳之云虎令牌				1						0;102;3139;1	2;1;30370;5							_3
1082	1	Thi誹 L﹎ V?T╪g n﹏g c蕄 1	九州之翡翠木带+天门金令5升级为耀阳之紫蛟玉佩				1						0;102;3140;1	2;1;30370;5							_3
1083	1	Л阯g M玭 n﹏g c蕄 1	九州之翡翠木带+天门金令5升级为耀阳之紫蛟玉佩				1						0;102;3141;1	2;1;30370;5							_3
1084	1	Л阯g M玭 n﹏g c蕄 1	九州之玄石金玉+天门金令5升级为耀阳之乌麟宝戒				1						0;102;3142;1	2;1;30370;5							_3
1085	1	Nga My Ph藅 Gia n﹏g c蕄 1	九州之凝玉土环+天门金令5升级为耀阳之碧龟项链				1						0;102;3143;1	2;1;30370;5							_3
1086	1	Nga My Ph藅 Gia n﹏g c蕄 1	九州之月华水佩+天门金令5升级为耀阳之云虎令牌				1						0;102;3144;1	2;1;30370;5							_3
1087	1	Nga My T鬰 Gia n﹏g c蕄 1	九州之翡翠木带+天门金令5升级为耀阳之紫蛟玉佩				1						0;102;3145;1	2;1;30370;5							_3
1088	1	Nga My T鬰 Gia n﹏g c蕄 1	九州之月华水佩+天门金令5升级为耀阳之云虎令牌				1						0;102;3146;1	2;1;30370;5							_3
1089	1	C竔 Bang T辬h Y n﹏g c蕄 1	九州之凝玉土环+天门金令5升级为耀阳之碧龟项链				1						0;102;3147;1	2;1;30370;5							_3
1090	1	C竔 Bang T辬h Y n﹏g c蕄 1	九州之玄石金玉+天门金令5升级为耀阳之乌麟宝戒				1						0;102;3148;1	2;1;30370;5							_3
1091	1	C竔 Bang ?Y n﹏g c蕄 1	九州之翡翠木带+天门金令5升级为耀阳之紫蛟玉佩				1						0;102;3149;1	2;1;30370;5							_3
1092	1	C竔 Bang ?Y n﹏g c蕄 1	九州之九幽火戒+天门金令5升级为耀阳之赤雀指环				1						0;102;3150;1	2;1;30370;5							_3
1093	1	V?ng Чo Gia n﹏g c蕄 1	九州之月华水佩+天门金令5升级为耀阳之云虎令牌				1						0;102;3151;1	2;1;30370;5							_3
1094	1	V?ng Чo Gia n﹏g c蕄 1	九州之九幽火戒+天门金令5升级为耀阳之赤雀指环				1						0;102;3152;1	2;1;30370;5							_3
1095	1	V?ng T鬰 Gia n﹏g c蕄 1	九州之九幽火戒+天门金令5升级为耀阳之赤雀指环				1						0;102;3153;1	2;1;30370;5							_3
1096	1	V?ng T鬰 Gia n﹏g c蕄 1	九州之翡翠木带+天门金令5升级为耀阳之紫蛟玉佩				1						0;102;3154;1	2;1;30370;5							_3
1097	1	Dng M玭 Thng K?n﹏g c蕄 1	九州之凝玉土环+天门金令5升级为耀阳之碧龟项链				1						0;102;3155;1	2;1;30370;5							_3
1098	1	Dng M玭 Thng K?n﹏g c蕄 1	九州之玄石金玉+天门金令5升级为耀阳之乌麟宝戒				1						0;102;3156;1	2;1;30370;5							_3
1099	1	Dng M玭 Cung K?n﹏g c蕄 1	九州之翡翠木带+天门金令5升级为耀阳之紫蛟玉佩				1						0;102;3157;1	2;1;30370;5							_3
1100	1	Dng M玭 Cung K?n﹏g c蕄 1	九州之玄石金玉+天门金令5升级为耀阳之乌麟宝戒				1						0;102;3158;1	2;1;30370;5							_3
1101	1	Ng?чc T?Hi謕 n﹏g c蕄 1	九州之翡翠木带+天门金令5升级为耀阳之紫蛟玉佩				1						0;102;3159;1	2;1;30370;5							_3
1102	1	Ng?чc T?Hi謕 n﹏g c蕄 1	九州之月华水佩+天门金令5升级为耀阳之云虎令牌				1						0;102;3160;1	2;1;30370;5							_3
1103	1	Ng?чc C?S?n﹏g c蕄 1	九州之九幽火戒+天门金令5升级为耀阳之赤雀指环				1						0;102;3161;1	2;1;30370;5							_3
1104	1	Ng?чc C?S?n﹏g c蕄 1	九州之月华水佩+天门金令5升级为耀阳之云虎令牌				1						0;102;3162;1	2;1;30370;5							_3
1105	1	C玭 L玭 Thi猲 S?n﹏g c蕄 1	九州之月华水佩+天门金令5升级为耀阳之云虎令牌				1						0;102;3163;1	2;1;30370;5							_3
1106	1	C玭 L玭 Thi猲 S?n﹏g c蕄 1	九州之九幽火戒+天门金令5升级为耀阳之赤雀指环				1						0;102;3164;1	2;1;30370;5							_3
1107	1	Minh Gi竜 Th竛h Chi課 n﹏g c蕄 1	九州之九幽火戒+天门金令5升级为耀阳之赤雀指环				1						0;102;3165;1	2;1;30370;5							_3
1108	1	Minh Gi竜 Th竛h Chi課 n﹏g c蕄 1	九州之玄石金玉+天门金令5升级为耀阳之乌麟宝戒				1						0;102;3166;1	2;1;30370;5							_3
1109	1	Minh Gi竜Tr薾 Binh n﹏g c蕄 1	九州之九幽火戒+天门金令5升级为耀阳之赤雀指环				1						0;102;3167;1	2;1;30370;5							_3
1110	1	Minh Gi竜Tr薾 Binh n﹏g c蕄 1	九州之翡翠木带+天门金令5升级为耀阳之紫蛟玉佩				1						0;102;3168;1	2;1;30370;5							_3
1111	1	Minh Gi竜 Huy誸 Nh﹏ n﹏g c蕄 1	九州之凝玉土环+天门金令5升级为耀阳之碧龟项链				1						0;102;3169;1	2;1;30370;5							_3
1112	1	Minh Gi竜 Huy誸 Nh﹏ n﹏g c蕄 1	九州之翡翠木带+天门金令5升级为耀阳之紫蛟玉佩				1						0;102;3170;1	2;1;30370;5							_3
